title,type,genres,releaseYear,imdbId,imdbAverageRating,imdbNumVotes,availableCountries
"Stockholm, Pennsylvania",movie,"Drama, Thriller",2015,tt2481512,6,2721,
"Me and Earl and the Dying Girl",movie,"Comedy, Drama",2015,tt2582496,7.7,141845,
"Late Spring",movie,"Drama, Romance",2014,tt3243630,6.5,146,
"Kickboxer: Vengeance",movie,"Action, Crime, Drama",2016,tt3082898,4.9,12497,
"Midnight Diner",movie,"Comedy, Drama",2014,tt3958276,7.5,2637,
"Lila & Eve",movie,"Crime, Drama, Thriller",2015,tt3442990,5.9,9273,
"Blood Father",movie,"Action, Crime, Drama",2016,tt3647498,6.4,69176,
"Last Days in the Desert",movie,"Drama, Fantasy, History",2015,tt3513054,5.6,4569,
"Cop Car",movie,"Crime, Thriller",2015,tt3813310,6.3,35975,
"Turbo Kid",movie,"Action, Adventure, Comedy",2015,tt3672742,6.7,30425,
"La lengua del sol",movie,Drama,2017,tt5919394,6.2,44,
"Drive in Gamo",movie,Drama,2014,tt3924840,5.2,15,
"Typhoon Over Nagasaki",movie,Drama,1956,tt0051121,5.8,138,
"The Murder Case of Hana & Alice",movie,"Animation, Comedy, Crime",2015,tt4125300,7.1,2487,
"Beyond the Boundary Movie: I'll Be Here - Kako-hen",movie,"Action, Animation, Comedy",2015,tt4531412,6.6,692,
"Kinnikuman: Ubawareta champion belt",movie,Animation,1984,tt0389077,6,22,
"Another Battle",movie,"Action, Crime, Drama",2000,tt0269859,6.7,77,
"The Voice of Water",movie,Drama,2014,tt4296022,5.4,43,
Grasshopper,movie,"Action, Crime, Drama",2015,tt3846972,5.5,388,
"Ressha Sentai ToQger vs. Kyoryuger: The Movie",movie,Action,2015,tt4152148,6.9,52,
"The Flame of Devotion",movie,"Drama, Romance",1964,tt2645472,7.3,89,
"Documentary of AKB48: The Time Has Come",movie,"Documentary, Music",2014,tt3841490,7.4,54,
"The Royal Tailor",movie,Drama,2014,tt4024104,7,1326,
Spotlight,movie,"Biography, Crime, Drama",2015,tt1895587,8.1,516879,
"Go See the Fall",movie,"Comedy, Drama",2014,tt3172112,6.5,185,
"100 Yen Love",movie,"Comedy, Drama",2014,tt4080598,7.1,2940,
"Piece of Cake",movie,"Drama, Romance",2015,tt4061360,6,182,
"The Emperor in August",movie,"Drama, History",2015,tt4289340,6.6,756,
"Akumu Chan the Movie",movie,Mystery,2014,tt3062042,4.7,93,
"One Step on a Mine, It's All Over",movie,"Drama, War",1999,tt0228460,6.5,128,
"Pretty Cure All Stars: Spring Carnival",movie,"Animation, Comedy, Music, Fantasy, Action, Adventure, Family",2015,,,,
"Backstreet Boys: Show 'Em What You're Made Of",movie,Documentary,2015,tt2712154,7.5,1649,
"Good Manners",movie,"Fantasy, Horror",2017,tt5480782,6.7,4443,
"The Boy and the Beast",movie,"Action, Adventure, Animation",2015,tt4272866,7.6,28277,
"The Battle of Port Arthur",movie,"Drama, History, War",1980,tt0080316,6.6,363,
"My Beloved Bodyguard",movie,"Action, Crime, Drama",2016,tt4076934,5.9,2371,
"The Adventures of Kosuke Kindaichi",movie,"Comedy, Crime, Mystery",1979,tt0079404,5.9,152,
Foujita,movie,"Biography, Drama",2015,tt4073044,6.1,102,
"Sailor Moon Super S: Ami's First Love",movie,"Adventure, Animation, Fantasy",1995,tt0112349,7.8,651,
"Accidental Love",movie,"Comedy, Romance",2015,tt1137470,4.1,9363,
"Twilight: Saya in Sasara",movie,Drama,2014,tt3684490,5.7,204,
Non-Ko,movie,Comedy,2008,tt1239408,6.2,102,
"Half a Confession",movie,"Drama, Mystery",2004,tt0442256,6.4,150,
"A Blue Automobile",movie,Drama,2004,tt0466359,6.1,195,
"Ultraman Tiga & Ultraman Dyna & Ultraman Gaia: Battle in Hyperspace",movie,"Action, Adventure, Sci-Fi",1999,tt0184973,6.7,213,
"Yokohama BJ Blues",movie,"Crime, Drama, Mystery",1981,tt0083351,6.9,164,
"Rakka suru yugata",movie,Drama,1998,tt0163172,6,57,
"Listen to My Heart",movie,"Drama, Romance",2009,tt1487109,6.5,66,
Ultraman,movie,"Action, Fantasy, Sci-Fi",1979,tt0204715,7,81,
"Otoko wa tsurai yo: Boku no ojisan",movie,Comedy,1989,tt0100311,6.8,86,
"Joker Game",movie,"Action, Thriller",2015,tt3446906,5.3,532,
"Chasuke's Journey",movie,"Action, Comedy, Fantasy",2015,tt3560464,6,310,
"Beijing Watermelon",movie,Drama,1989,tt0099116,7.2,256,
"Saraba itoshiki hito yo",movie,"Action, Crime, Drama",1987,tt0177201,6.1,85,
"Drowning Fish",movie,Thriller,2001,tt0323458,6.2,80,
"Under the Same Moon",movie,"Crime, Drama",2005,tt0470456,5.5,157,
"Where the Legend Lives",movie,Drama,2008,tt1260940,5.9,27,
"GS Wonderland",movie,"Comedy, Music",2008,tt1339300,6.1,77,
"Kindaichi shonen no jikembo: Shanghai ningyo densetsu",movie,"Comedy, Crime, Horror",1997,tt0298384,6,114,
"Niji o tsukamu otoko",movie,Drama,1996,tt0117182,6.6,47,
"Tora-San Makes Excuses",movie,"Comedy, Drama",1992,tt0105071,6.4,80,
"Lost Crime",movie,Drama,2010,tt1573892,5.3,14,
"Iliza Shlesinger: Freezing Hot",movie,"Comedy, Documentary",2015,tt4073952,6.8,2907,
"Name Me",movie,"Adventure, Drama",2014,tt4058346,6.3,823,
"Kidou Senshi Gundam AGE: Memory of Eden",movie,"Action, Animation, Drama",2013,tt9913686,5.8,28,
"Free and Easy 15: No Tomorrow for Hama-chan?!",movie,Comedy,2004,tt0460040,6,16,
"New Initial D the Movie: Legend 2 - Racer",movie,"Animation, Sport",2015,tt4971484,7.3,390,
Gachi-ban,movie,"Action, Drama",2008,tt1263744,6.1,16,
"The Intruders",movie,"Drama, Horror, Mystery",2015,tt3496372,4.5,3868,
"The Diabolical",movie,"Horror, Sci-Fi",2015,tt3603808,4.7,5882,
"One and Two",movie,"Drama, Fantasy, Thriller",2015,tt3975510,5.2,2486,
Mother,movie,Horror,2014,tt3400912,4,27,
Sleepless,movie,"Action, Thriller",2017,tt2072233,5.6,35551,
"John Wick: Chapter 2",movie,"Action, Crime, Thriller",2017,tt4425200,7.4,537247,
"Jason Bourne",movie,"Action, Thriller",2016,tt4196776,6.6,249473,
"Lost Flower: Eo Woo-dong",movie,Drama,2015,tt4922946,5.2,133,
"Hacksaw Ridge",movie,"Biography, Drama, History",2016,tt2119532,8.1,632481,
"The Lego Batman Movie",movie,"Action, Adventure, Animation",2017,tt4116284,7.3,181322,
"Despicable Me 3",movie,"Adventure, Animation, Comedy",2017,tt3469046,6.3,167768,
"Hardcore Henry",movie,"Action, Adventure, Sci-Fi",2015,tt3072482,6.7,105237,
"American Pastoral",movie,"Crime, Drama, Mystery",2016,tt0376479,6.1,18870,
"Kevin Hart Presents: Keith Robinson - Back of the Bus Funny",movie,Comedy,2014,tt3765378,5.8,106,
"W's Tragedy",movie,"Crime, Drama, Mystery",1984,tt0135043,7.2,302,
"Bang Gang: A Modern Love Story",movie,"Drama, Romance",2015,tt3838728,5.5,3525,
Waruboro,movie,Comedy,2007,tt1096965,5.5,123,
"Thomas & Friends: The Adventure Begins",movie,"Adventure, Animation, Comedy",2015,tt4327382,7.8,380,
"O-Roshiya-koku suimu-tan",movie,"Biography, Drama, History",1992,tt0133049,7.1,138,
"Shodô Girls!!",movie,Drama,2010,tt1571242,7.3,87,
"Good Bye, My Secret Friend",movie,"Comedy, Drama",2009,tt1427236,6.2,43,
Hameln,movie,Drama,2013,tt2139963,7,26,
"Main Theme",movie,"Comedy, Drama, Romance",1984,tt0189709,5.8,111,
"Penguins in the sky - Asahiyama zoo",movie,Drama,2008,tt1313094,6.2,61,
"Black Dawn",movie,Drama,2012,tt2097267,6.1,73,
"The Secret Life of Pets",movie,"Adventure, Animation, Comedy",2016,tt2709768,6.5,226417,
Nerve,movie,"Adventure, Crime, Drama",2016,tt3531824,6.5,143742,
"Approaching the Unknown",movie,"Drama, Sci-Fi, Thriller",2016,tt2674430,4.9,9234,
Flare,movie,Drama,2014,tt3651506,5.9,16,
"Detective K: Secret of the Lost Island",movie,"Action, Adventure, Comedy",2015,tt4505170,6.2,715,
"The Doorman",movie,"Action, Drama, Thriller",2020,tt6222118,4.7,8693,
"The Killing Game",movie,"Action, Crime, Thriller",1978,tt0296180,6.2,198,
Shaso,movie,"Drama, Thriller",1989,tt0202584,6.6,29,
"Little Love Song",movie,"Drama, Music, Romance",2019,tt10206614,6.2,201,
"CM Time",movie,Comedy,2012,tt2466120,,,
2.0,movie,"Action, Sci-Fi, Thriller",2018,tt5080556,6,28957,
"The Benefactor",movie,Drama,2015,tt3165630,5.2,5477,
Eiffel,movie,"Biography, Drama, History",2021,tt10366514,6.2,8316,
Blink,movie,Documentary,2024,tt29259074,7.2,645,
"Stage-struck Tora-san",movie,Comedy,1978,tt0078045,6.1,93,
"Orphan: First Kill",movie,"Crime, Drama, Horror",2022,tt11851548,5.9,50615,
Ghoul,movie,"Horror, Thriller",2015,tt3101132,4.6,2439,
"Tora-san's Tropical Fever",movie,"Comedy, Drama, Romance",1980,tt0081288,6.9,114,
"Laplace's Witch",movie,"Drama, Mystery, Thriller",2018,tt6686358,5.2,759,
"Noh Mask Murders",movie,"Drama, Mystery",1991,tt0103063,5.5,72,
"Billy & Molly: An Otter Love Story",movie,Documentary,2024,tt31189897,8,1861,
"Force of Nature: The Dry 2",movie,"Crime, Mystery, Thriller",2024,tt20256448,5.8,6887,
"Oh Brother, Oh Sister!",movie,Comedy,2014,tt3501410,6.3,93,
"Susie Searches",movie,"Comedy, Drama, Mystery",2022,tt13733780,5.9,1106,
"Nakinureta haru no onna yo",movie,"Drama, Romance",1933,tt1570639,6.8,69,
"Being Good",movie,"Comedy, Drama, Family",2015,tt3818826,7.2,263,
"Finding the Adolescence",movie,"Comedy, Drama",2014,tt3949648,5.8,82,
"She Taught Love",movie,"Drama, Romance",2024,tt7983904,5.3,411,
"Ginpei-cho cinema blues",movie,Drama,2022,tt31407003,6.1,15,
"Three Billboards Outside Ebbing, Missouri",movie,"Comedy, Crime, Drama",2017,tt5027774,8.1,579950,
"Attack on Titan: The Wings of Freedom",movie,"Action, Animation, Fantasy",2015,tt3646946,7.9,4087,
"Amusement Park",movie,Drama,2024,tt32896944,5.5,22,
"Child Star",movie,Documentary,2024,tt27156546,6.5,1272,
Phantom,movie,"Action, Crime, History",2023,tt25503544,6.2,897,
"The Roundup: Punishment",movie,"Action, Crime, Thriller",2024,tt27811040,6.6,5135,
Hunt,movie,"Action, Drama, Mystery",2022,tt6931658,6.7,6433,
"Mission Possible",movie,"Action, Comedy, Crime",2021,tt14140954,6.5,2027,
Confession,movie,"Crime, Mystery, Thriller",2022,tt13182834,6.6,1197,
"North Hollywood",movie,"Comedy, Drama, Sport",2021,tt11165716,5.9,3081,
"Girl in the Bunker",movie,Drama,2018,tt7944094,5.8,1419,
Mirai,movie,"Adventure, Animation, Drama",2018,tt6900448,7,18939,
"La Chimera",movie,"Adventure, Comedy, Drama",2023,tt14561712,7.3,17065,
"Bullet Train",movie,"Action, Comedy, Thriller",2022,tt12593682,7.3,487445,
"Take Cover",movie,"Action, Thriller",2024,tt28129054,5.1,2356,
Barbarian,movie,"Horror, Mystery, Thriller",2022,tt15791034,7,217852,
"Fantastic Beasts: The Secrets of Dumbledore",movie,"Adventure, Fantasy",2022,tt4123432,6.2,182870,
"Gatchaman The Movie",movie,"Action, Adventure, Animation",1978,tt0415906,6.4,98,
"Kill Zone 2",movie,"Action, Adventure, Crime",2015,tt3197766,6.7,7471,
Amy,movie,"Biography, Documentary, Music",2015,tt2870648,7.8,56851,
"The Passion of Augustine",movie,Drama,2015,tt4392438,7.2,720,
Exposed,movie,"Crime, Drama, Mystery",2016,tt4019560,4.3,17384,
"The Public",movie,Drama,2018,tt3294746,6.6,4696,
"Kamen Rider Gaim: Gaiden - Zangetsu And Baron",movie,"Science Fiction, Action, Adventure",2015,,,,
"Sherlock Hound: The Adventure of the Blue Carbuncle / Treasure Under the Sea",movie,"Animation, Mystery, Adventure, Comedy, TV Movie",1984,,,,
"I Am Wrath",movie,"Action, Thriller",2016,tt3212232,5.4,16652,
"A Star Is Born",movie,"Drama, Music, Romance",2018,tt1517451,7.6,434579,
Rendez-Vous,movie,"Drama, Romance",2015,tt3755362,5.6,2431,
"Moonlight Jellyfish",movie,"Action, Adventure, Drama",2004,tt0494767,7.6,71,
"Deadman Inferno",movie,"Action, Horror",2015,tt4146350,5.5,210,
"Comedy Central Roast of Justin Bieber",movie,Comedy,2015,tt4504452,7.3,4031,
"Eye in the Sky",movie,"Action, Drama, Thriller",2015,tt2057392,7.3,93901,
"Mr. Right",movie,"Action, Comedy, Crime",2015,tt2091935,6.3,63535,
"Beyond the Boundary: I'll Be Here - Future",movie,"Action, Animation, Comedy",2015,tt4539114,7.3,1148,
"The Take",movie,"Action, Adventure, Crime",2016,tt2368619,6.3,52784,
"Forget Me Not",movie,"Drama, Romance",2015,tt4192636,6.7,685,
Survivor,movie,"Action, Crime, Thriller",2015,tt3247714,5.6,36503,
"Ghost in the Shell: The New Movie",movie,"Action, Animation, Sci-Fi",2015,tt4337072,6.6,4229,
Lion,movie,"Biography, Drama",2016,tt3741834,8,258654,
"Panzer World Galient",movie,"Action, Animation, Fantasy",1984,tt1945851,7.7,29,
"Slapstick Brothers",movie,"Comedy, Drama",2011,tt1591638,6,69,
"My Little Pony: The Movie",movie,"Adventure, Animation, Comedy",2017,tt4131800,6.1,8453,
Suspicion,movie,"Crime, Drama, Mystery",1982,tt0315900,7.1,230,
"That's It",movie,"Crime, Drama",2015,tt4576246,6.1,142,
"Solomon's Perjury",movie,Thriller,2015,tt3421614,6.6,617,
"Solomon's Perjury 2",movie,Thriller,2015,tt3923082,6.4,492,
Uncharted,movie,"Action, Adventure",2022,tt1464335,6.3,280268,
"Transformers: The Last Knight",movie,"Action, Adventure, Sci-Fi",2017,tt3371366,5.2,176864,
Spirit,movie,,2004,,,,
Madonna,movie,Drama,2015,tt4636074,6.1,277,
"Ultraman Zearth",movie,"Action, Sci-Fi",1996,tt0183933,6,132,
"Ultraman Zearth 2",movie,"Action, Sci-Fi",1997,tt0183934,6.8,93,
"Army of One",movie,"Biography, Comedy, Crime",2016,tt4382824,5.2,9370,
"Maze Runner: The Death Cure",movie,"Action, Adventure, Sci-Fi",2018,tt4500922,6.3,176378,
"Bôryoku kyôshitsu",movie,Crime,1976,tt0186676,6.1,55,
Frankenstein,movie,"Horror, Sci-Fi, Thriller",2015,tt4086032,5.1,3148,
"The Fate of the Furious",movie,"Action, Crime, Thriller",2017,tt4630562,6.6,263212,
Mulan,movie,"Action, Adventure, Drama",2020,tt4566758,5.8,163438,
Elle,movie,"Crime, Drama, Thriller",2016,tt3716530,7.1,72804,
"Nowhere Girl",movie,"Action, Thriller",2015,tt4654606,5.3,180,
"The Ninja War of Torakage",movie,Action,2014,tt3685756,5.3,200,
"Kono yo de ore/boku dake",movie,Comedy,2013,tt2763774,4,49,
"Winter's Flower",movie,"Crime, Drama",1978,tt0499480,6.7,180,
"The Firefly",movie,Drama,2001,tt0327730,6.2,112,
"Fancy Dance",movie,"Comedy, Drama",1989,tt0097330,6.8,325,
Asleep,movie,Drama,2015,tt4216808,5.6,83,
"Slam Dunk: Zenkoku Seiha da! Sakuragi Hanamichi",movie,"Animation, Comedy, Drama",1994,tt4086028,7.7,635,
"Slam Dunk: Shôhoku Saidai no Kiki! Moero Sakuragi Hanamichi",movie,"Animation, Drama, Short",1995,tt4086034,7.3,304,
"Slam Dunk: Hoero Basketman Tamashii! Hanamichi to Rukawa no Atsuki Natsu",movie,"Animation, Drama, Short",1995,tt4086038,7.3,268,
"A Farewell to Jinu",movie,Comedy,2015,tt3721048,5.7,97,
"Pieta in the Toilet",movie,Drama,2015,tt4197480,6.5,313,
"Strayer's Chronicle",movie,Action,2015,tt4054678,4.7,135,
"Age of Kill",movie,Action,2015,tt3220528,3.8,910,
"Shuchû nikki",movie,"Documentary, Drama",2015,tt4396072,,,
"Fantastic Beasts: The Crimes of Grindelwald",movie,"Adventure, Family, Fantasy",2018,tt4123430,6.5,320263,
"Maiko: Dancing Child",movie,"Biography, Documentary",2015,tt4534732,6.5,61,
"The Layover",movie,"Comedy, Romance",2017,tt4565520,4.8,17502,
Solace,movie,"Crime, Drama, Mystery",2015,tt1291570,6.4,71664,
"Broken Soldier",movie,"Drama, Thriller",2022,tt3412884,3.4,435,
"The Road Less Travelled",movie,Drama,2013,tt2787556,5.6,28,
"Toki o kakeru shôjo",movie,Sci-Fi,1997,tt0133235,5.9,60,
"The Mourner",movie,Drama,2015,tt3670782,5.8,42,
"Valerian and the City of a Thousand Planets",movie,"Action, Adventure, Fantasy",2017,tt2239822,6.4,203421,
Colossal,movie,"Comedy, Drama, Fantasy",2016,tt4680182,6.2,71346,
"American Woman",movie,"Drama, Mystery",2018,tt4465572,6.8,8227,
"The Exception",movie,"Drama, History, Romance",2016,tt4721124,6.8,16144,
"Brain on Fire",movie,"Biography, Drama",2016,tt3704700,6.6,25271,
"Gray Sunset",movie,Drama,1985,tt0202892,6.5,39,
"Talk of the Town Tora-san",movie,Comedy,1978,tt0078046,6.4,96,
"The Sex Machine",movie,"Comedy, Sci-Fi",1975,tt0072819,6,265,
"USS Indianapolis: Men of Courage",movie,"Action, Drama, History",2016,tt2032572,5.3,14881,
"Atomic Blonde",movie,"Action, Thriller",2017,tt2406566,6.7,213525,
"Heroine Disqualified",movie,"Comedy, Romance",2015,tt4396042,6.3,1625,
"Ichigo no kakera",movie,Drama,2005,tt0468765,7.1,56,
"Neko Samurai: A Tropical Adventure",movie,"Comedy, History",2015,tt4747354,6,89,
"20th Century Women",movie,"Comedy, Drama",2016,tt4385888,7.3,50949,
"Jack Reacher: Never Go Back",movie,"Action, Thriller",2016,tt3393786,6.2,184602,
"Torakku yarô: Bakusô Ichibanboshi",movie,Action,1975,tt0360085,5.4,77,
"Kamen Rider Movie War Full Throttle: Kamen Rider vs. Kamen Rider Drive & Gaim",movie,"Action, Adventure, Fantasy",2014,tt4202514,7.2,79,
"The Most Dangerous Game",movie,"Action, Crime",1978,tt0194182,6.4,303,
"The Execution Game",movie,"Action, Crime, Drama",1979,tt0296203,6.6,181,
"Saigo no inochi",movie,"Drama, Mystery, Thriller",2014,tt3947140,6.3,11,
"Mask the Kekkou: Reborn",movie,Action,2012,tt2172910,5.6,86,
"Minority Opinion",movie,Drama,2015,tt4800070,6.4,232,
"Initiation Love",movie,Romance,2015,tt4119590,7,1201,
Sukimasuki,movie,"Comedy, Romance",2015,tt4150414,5.9,51,
"Iron Girl: Ultimate Weapon",movie,"Action, Sci-Fi",2015,tt4144156,4.5,300,
"Once Upon a Time in Venice",movie,"Adventure, Comedy, Crime",2017,tt4694544,5.3,21482,
"All I See Is You",movie,"Drama, Mystery",2016,tt4486986,5.4,13814,
"The Shack",movie,"Drama, Fantasy",2017,tt2872518,6.3,40953,
"The Meg",movie,"Action, Horror, Sci-Fi",2018,tt4779682,5.7,217126,
It,movie,Horror,2017,tt1396484,7.3,640056,
"10 Cent Pistol",movie,"Crime, Thriller",2014,tt2134170,4.7,588,
"Paddington 2",movie,"Adventure, Comedy, Family",2017,tt4468740,7.8,104710,
"The Oath",movie,"Crime, Drama, Thriller",2016,tt4433890,6.4,2541,
"The Charnel House",movie,"Horror, Mystery, Thriller",2016,tt4633662,4.3,1417,
"Haikyuu!! The Movie 1: The End and the Beginning",movie,"Animation, Comedy, Drama",2015,tt5443130,6.9,550,
"Haikyuu!! The Movie 2: The Winner and the Loser",movie,"Animation, Comedy, Drama",2015,tt5445056,7,342,
"Island of the Evil Spirits",movie,"Drama, Horror, Mystery",1981,tt0081995,6.1,112,
"Hot Summer Nights",movie,"Crime, Drama, Romance",2017,tt3416536,6.4,25413,
"Aikatsu! The Movie",movie,"Adventure, Animation, Comedy",2014,tt3565744,8.7,1470,
"Woman at War",movie,"Adventure, Comedy, Drama",2018,tt7279188,7.4,11631,
"Department Q: A Conspiracy of Faith",movie,"Crime, Drama, Mystery",2016,tt4088268,7,23504,
"War Pigs",movie,"Action, Drama, War",2015,tt3779300,4.3,3747,
"Undisputed 4: Boyka",movie,"Action, Drama, Sport",2016,tt3344680,6.9,33020,
"Tigers Are Not Afraid",movie,"Fantasy, Horror, Mystery",2017,tt4823434,6.9,9656,
"Thomas & Friends: Sodor's Legend of the Lost Treasure",movie,"Adventure, Animation, Comedy",2015,tt3655680,6.4,584,
"Dog of Fortune",movie,"Crime, Drama",1979,tt0324674,6.9,93,
"Doraemon: Nobita no Uchû Eiyûki",movie,"Action, Adventure, Animation",2015,tt4788602,6.5,1007,
"Everyone Is Psychic!: The Movie",movie,"Comedy, Drama, Mystery",2015,tt4473370,5.4,1148,
"Ninja the Monster",movie,"Action, Adventure, Drama",2015,tt4844130,5.1,460,
"Jurassic World: Fallen Kingdom",movie,"Action, Adventure, Sci-Fi",2018,tt4881806,6.1,358484,
"Jay Pharoah: Can I Be Me?",movie,Comedy,2015,tt4888576,6,164,
"Where to Invade Next",movie,"Comedy, Documentary",2015,tt4897822,7.5,26113,
"Time and Tide",movie,"Comedy, Drama, Romance",1983,tt0236345,6.7,49,
Zappa,movie,"Biography, Documentary, History",2020,tt4881578,7.5,3810,
"Mission: Impossible - Fallout",movie,"Action, Adventure, Thriller",2018,tt4912910,7.7,392953,
"Homme Less",movie,"Biography, Documentary",2014,tt4164462,7.2,465,
"Ari no mama de itai",movie,Documentary,2015,tt5443152,,,
"The Man Who Knew Infinity",movie,"Biography, Drama",2015,tt0787524,7.2,64350,
"American Beach House",movie,Comedy,2015,tt3111486,2.6,1428,
"Samurai Gangsters",movie,Comedy,2008,tt1176935,4.8,27,
"The Scarlet Camellia",movie,"Crime, Drama",1964,tt0203532,6.4,57,
"The Sacrifice Dilemma",movie,"Drama, Mystery, Thriller",2013,tt2889738,5.2,25,
Pet,movie,"Crime, Horror, Thriller",2016,tt1183374,5.7,19597,
"Getaway of Love",movie,Drama,2015,tt4115786,4.3,264,
"Ressha Sentai ToQger Returns: Super ToQ 7gou of Dreams",movie,Action,2015,tt4529848,7.3,42,
"The Sense of an Ending",movie,"Drama, Mystery",2017,tt4827986,6.4,7876,
Gassô,movie,Drama,2015,tt4268966,5.8,41,
"Dear Deer",movie,"Comedy, Family",2015,tt4370540,5.9,32,
"Hi no ataru sakamichi",movie,"Drama, Romance",1958,tt0269324,7.3,71,
"Joker Game",movie,"Horror, Mystery",2012,tt2524638,4.5,42,
"The Joker Game: Escape",movie,Thriller,2013,tt3063970,5.8,17,
"The Promise",movie,"Action, Adventure, Drama",2016,tt4776998,6.1,179498,
"Dog Eat Dog",movie,"Action, Crime, Thriller",2016,tt4054654,4.8,10065,
"The People Vs. Fritz Bauer",movie,"Biography, Drama, Thriller",2015,tt4193400,7.1,6261,
"Enishi: The Bride of Izumo",movie,Drama,2015,tt4946660,6.3,45,
Siren,movie,"Horror, Mystery, Thriller",2016,tt4667854,5.3,7950,
"Super Hero Taisen GP: Kamen Rider 3",movie,Action,2015,tt4282466,6.5,107,
"My Love Story!!",movie,"Comedy, Romance",2015,tt4681414,6.8,823,
"The Witness",movie,"Biography, Crime, Documentary",2015,tt3568002,7,4643,
AWOL,movie,"Drama, Romance",2016,tt4462372,5.6,1585,
Judas,movie,Drama,2013,tt2105067,5.3,14,
"Toire no Hanako-san: Shin Gekijôban",movie,Horror,2013,tt2979552,7.2,40,
Cabaret,movie,"Crime, Drama, Music",1986,tt0368629,4.9,79,
"Digimon Adventure tri. Part 1: Reunion",movie,"Action, Adventure, Animation",2015,tt4307880,7.2,2038,
"Heart Attack",movie,"Comedy, Drama, Romance",2015,tt4964598,7.7,3103,
"The Assistant",movie,"Drama, Thriller",2015,tt4205320,5.6,247,
"Taj Mahal",movie,Thriller,2015,tt4213764,5.4,822,
"A Tale of Three Cities",movie,"Drama, Romance",2015,tt3682770,6,311,
"Shimajiro and Fufu's Great Adventure: Save the Seven-Colored Flower!",movie,"Animation, Family",2013,tt2506390,8.2,10,
"Yo-kai Watch Movie: It's the Secret of Birth, Meow!",movie,"Action, Animation, Comedy",2014,tt4168022,5.7,334,
"Tora-san, the Matchmaker",movie,"Comedy, Romance",1979,tt0079684,6.3,98,
Camino,movie,"Action, Adventure, Thriller",2015,tt4991652,4.9,1154,
"The Big Bee",movie,Thriller,2015,tt3786530,5.7,156,
"Onna no ko kirai",movie,Comedy,2015,tt4279678,6.1,41,
Chokolietta,movie,Drama,2014,tt3257520,5.6,67,
"Jinrou gêmu: Bîsuto saido",movie,"Horror, Thriller",2014,tt3924894,6,153,
Dominion,movie,"Action, Sci-Fi, Thriller",2015,tt2638048,3.6,596,
"Jeff Dunham: Unhinged in Hollywood",movie,Comedy,2015,tt5038776,6.8,880,
"Natsukashii furaibo",movie,Comedy,1966,tt0361855,6.4,18,
"Aoi sanmyaku",movie,"Drama, Romance",1963,tt0439119,6.3,23,
"Sore Ike! Anpanman: Niji no Pyramid",movie,"Adventure, Animation, Family",1997,tt20834260,,,
"School Mystery",movie,Horror,1995,tt0114688,5.7,149,
"First Growth",movie,Drama,2015,tt4796568,5.8,465,
"My Sister, the Pig Lady",movie,Comedy,2015,tt5739726,5.6,46,
"Soreike! Anpanman: Dadandan to futago no hoshi",movie,"Adventure, Animation, Family",2009,tt1461279,,,
"Soreike! Anpanman: Kyôryû nosshî no daibôken",movie,"Adventure, Animation, Family",1993,tt1189082,4.8,12,
"Soreike! Anpanman: Brakkunôzu to mahou no uta",movie,"Adventure, Animation, Family",2010,tt1685648,6.6,17,
"Anpanman: Star-Spirited Dollie",movie,Animation,2006,tt15685194,,,
"The Snow Queen 3: Fire and Ice",movie,"Adventure, Animation, Comedy",2016,tt4685554,6,2432,
"Lowlife Love",movie,"Drama, Romance",2015,tt4771704,6.4,505,
"The Crash",movie,"Crime, Thriller",2017,tt3297382,4.2,1795,
"Cross the Rubicon!",movie,"Action, Crime",1975,tt0326140,7,85,
Lovers,movie,Drama,2015,tt4396074,6.6,261,
"Eiga Kaiketsu Zorori: Da da da daibouken!",movie,Animation,2012,tt2390267,6,11,
"Eiga Kaiketsu Zorori: Mamoruze! Kyouryuu no tamago",movie,Animation,2013,tt3867870,,,
Journalist,movie,"Comedy, Crime, Drama",2015,tt5034194,6.4,566,
Sankaku,movie,Drama,2010,tt1592524,7.6,88,
"The Tiger",movie,"Action, Adventure, Drama",2015,tt5066556,7.2,7084,
"Gonin Saga",movie,Action,2015,tt3809492,5.4,183,
"The Lion Standing in the Wind",movie,Drama,2015,tt3084294,6.5,294,
"8 Tiros",movie,"Action, Crime, Drama",2015,tt2748060,6,99,
"The Anthem of the Heart",movie,"Animation, Drama, Family",2015,tt4489416,7.3,6669,
"Chronicles of the Ghostly Tribe",movie,"Action, Adventure, Drama",2015,tt4819498,5.1,2174,
"Jill and Joy's Winter",movie,Family,2015,tt4313216,5.6,157,
"Dai Nippon teikoku",movie,"Drama, History, War",1982,tt0403957,6.6,61,
"NMB48 Geinin! The Movie: Owarai seishun gâruzu!",movie,"Adventure, Music",2013,tt2759608,7.8,18,
"NMB48 Geinin! The Movie Returns Sotsugyo! Owarai Seishun Girls!",movie,Comedy,2014,,,,
"No Grave for Us",movie,"Crime, Thriller",1979,tt0329470,5.8,66,
"The Actor",movie,Comedy,2015,tt4844522,6.2,137,
"Spring Has Come",movie,"Comedy, Family",2015,tt5038918,7.6,12,
"Gold Storm - Movie",movie,"Action, Drama, Fantasy",2015,tt12344232,,,
"Ip Man 3",movie,"Action, Biography, Crime",2015,tt2888046,7,62196,
"The Inerasable",movie,Horror,2015,tt4842814,6,665,
Ferrari,movie,"Biography, Drama, History",2023,tt3758542,6.4,61779,
